iata_code;icao_code;name_eng;city_eng;страна_англ
WHF;HSSW;Вади Халфа;Вади Халфа;Судан
WHH;LOWS;Хилтонс Хар Х;Валун;Австралия
WHK;NZWK;Муж;Муж;Новая Зеландия
WHL;;Уэлшпул;Уэлшпул;Австралия
WHO;NZFJ;Франц Йозеф;Франц Йозеф;Новая Зеландия
WHP;KWHP;Белый мужчина;Ангелы;Соединенные Штаты
WHS;EGEH;Уолси;Уолси;Великобритания
WHT;KARM;Уортон;Уортон;Соединенные Штаты
WHU;ZSWU;Уху;Уху;Демократическая Республика Конго
WIC;EGPC;Фитиль;Фитиль;Великобритания
WID;;Вильденрат;Вильденрат;Германия
WIE;ETOU;Авиабаза;Висбаден;Германия
WIK;NZKE;Серфдейл;Серфдейл;Новая Зеландия
WIL;HKNW;Уилсон;Найроби;Кения
WIN;YWTN;Уинтон;Уинтон;Австралия
WIO;YWCA;Вилканния;Вилканния;Австралия
WIR;NZWO;Вайроа;Вайроа;Новая Зеландия
WIT;YWIT;Виттенум;Виттенум;Австралия
WIU;;Мужчина;Мужчина;Папуа - Новая Гвинея
WJA;;Воя;Воя;Маршалловы острова
WJF;KWJF;Уильям Джей Фокс;Ланкастер;Соединенные Штаты
WJR;HKWJ;Ваджир;Ваджир;Кения
WJU;RKNW;Вонджу;Вонджу;Корея, Юг)
WKA;NZWF;Ванака;Ванака;Новая Зеландия
WKB;YWKB;Варракнабил;Варракнабил;Австралия
WKF;ZPPP;База Ватерклуф;Водное ущелье;Южная Африка
WKI;FVWT;Хванге;Хванге;Зимбабве
WKJ;RJCW;Хоккайдо;Вакканай;Япония
WKK;;Алекнагик;Алекнагик;Соединенные Штаты
WKL;;Вайколоа аэропорт;Вайколоа;Соединенные Штаты
WKN;;Вакунай;Вакунай;Папуа - Новая Гвинея
WLA;YWAL;Уоллал;Уоллал;Австралия
WLB;KWLB;Лабушер Бэй;Лабушер Бэй;Соединенные Штаты
WLC;YWCH;Вальча;Вальча;Австралия
WLD;KWLD;Арканзас-Сити;Уинфилд;Соединенные Штаты
WLG;NZWN;Веллингтон Интернэшнл;Веллингтон;Новая Зеландия
WLH;NVSW;Братья;Братья;Вануату
WLK;PASK;Селавик;Селавик;Соединенные Штаты
WLL;YWOR;Воллогоранг;Воллогоранг;Австралия
WLM;KWLM;Уолтем;Уолтем;Соединенные Штаты
WLN;EGNL;Маленький Наукати;Маленький Наукати;Соединенные Штаты
WLO;YWTL;Ватерлоо;Ватерлоо;Австралия
WLR;KWLR;Лоринг;Лоринг;Соединенные Штаты
WLS;NLWW;Остров Уоллис;Остров Уоллис;Острова Уоллис и Футуна
WLW;KWLW;Гленн Каунти;Ивы;Соединенные Штаты
WMA;FMNX;Мандзисара;Мандзисара;Мадагаскар
WMB;YWBL;Варрнамбул;Варрнамбул;Австралия
WMC;KWMC;Виннемукка;Виннемукка;Соединенные Штаты
WMD;FMSC;Не волнуйся;Не волнуйся;Мадагаскар
WME;YMNE;Гора Кейт;Гора Кейт;Австралия
WMH;KBPK;Горный дом;Горный дом;Соединенные Штаты
WMK;KWMK;СПБ;Мейерс Чак;Соединенные Штаты
WML;FMMC;Голый;Голый;Мадагаскар
WMN;FMNR;Мароантера;Мароантера;Мадагаскар
WMO;PAWM;Белая Гора;Белая Гора;Соединенные Штаты
WMP;FMNP;Это увлекательно;Это увлекательно;Мадагаскар
WMR;FMNC;Выговор;Выговор;Мадагаскар
WMV;;Мадировало;Мадировало;Мадагаскар
WMX;WAJW;Вамена;Вамена;Индонезия
WNA;PANA;СПБ кричал;Очень взволнован;Соединенные Штаты
WNC;KWNC;Ничен Ков СПБ;Остров Туксакан;Соединенные Штаты
WND;YWDA;Виндарра;Виндарра;Австралия
WNE;;Вора и Йе;Вора и Йе;Габон
WNN;;Озеро Вуннуммин;Озеро Вуннуммин;Канада
WNP;RPUN;Нага;Нага;Филиппины
WNR;YWDH;Виндора;Виндора;Австралия
WNS;OPNH;Навабшах;Навабшах;Пакистан
WNU;;Ванума;Ванума;Папуа - Новая Гвинея
WNZ;ZSWZ;Вэньчжоу;Вэньчжоу;Китай
WOA;;Динамик;Динамик;Папуа - Новая Гвинея
WOB;;Вудбридж РАФ;Саттонхит;Великобритания
WOD;KWOD;Вуд-Ривер;Вуд-Ривер;Соединенные Штаты
WOE;;Венсдрехт;Венсдрехт;Нидерланды
WOG;;Вудгрин;Вудгрин;Австралия
WOI;;Ваш Волог;Ваш Волог;Либерия
WOK;;моргать;моргать;Венесуэла
WOL;YWOL;Вуллонгонг;Вуллонгонг;Австралия
WON;YWDL;Вондула;Вондула;Австралия
WOO;KAHQ;Дерево измельчитель;Дерево измельчитель;Соединенные Штаты
WOR;KAYS;Морамба;якорный риф;Мадагаскар
WOT;RCWA;Вот и все;Вот и все;Тайвань
WOW;PAUO;Ива;Ива;Соединенные Штаты
WPA;SCAS;Пуэрто-Рико;Пуэрто-Рико;Чили
WPB;FMNG;Порт-Берж;Порт-Берж;Мадагаскар
WPC;CZPC;Пинчер-Крик;Пинчер-Крик;Канада
WPK;YWMP;Ротем Парк;Ротем Парк;Австралия
WPL;;Пауэлл Лейк;Пауэлл Лейк;Канада
WPM;;Випим;Випим;Папуа - Новая Гвинея
WPO;KWPO;Норт-Форк-Вэлли;пионер;Соединенные Штаты
WPR;SCFM;Будущее;Будущее;Чили
WPU;SCGZ;Пуэрто-Уильямс;Пуэрто-Уильямс;Чили
WRA;HAWR;надзиратель;надзиратель;Эфиопия
WRB;KWRB;Авиабаза Робинс;Мейкон;Соединенные Штаты
WRE;NZWR;Фангареи;Фангареи;Новая Зеландия
WRG;PAWG;Врангель СПБ;Врангель;Соединенные Штаты
WRH;;Ренч-Крик;Ренч-Крик;Соединенные Штаты
WRI;KWRI;Авиабаза МакГуайр;Райтстаун, Нью-Джерси;Соединенные Штаты
WRL;KWRL;Уорланд;Уорланд, Вайоминг;Соединенные Штаты
WRO;EPWR;Аэропорт Коперник;Вроцлав;Польша
WRW;YWWG;Варравагин;Варравагин;Австралия
WRY;EGEW;Уэстрей;Уэстрей;Великобритания
WRZ;VCCW;Забудь это;Забудь это;Шри-Ланка
WSA;;Васуа;Васуа;Папуа - Новая Гвинея
WSB;KWSB;СПБ;Стимбот Бэй;Соединенные Штаты
WSD;KWSD;Кондрон ААФ;белые пески;Соединенные Штаты
WSF;YWAC;Сарычеф;Сарычеф;Алжир
WSG;KAFJ;округ;Вашингтон;Соединенные Штаты
WSH;KHWV;Брукхейвен;Ширли;Соединенные Штаты
WSJ;KWSJ;Сан-Хуан СПБ;Сан-Хуан;Соединенные Штаты
WSM;KWSM;Мудрец;Мудрец;Соединенные Штаты
WSN;PFWS;Южный Накнек;Южный Накнек;Соединенные Штаты
WSO;;Мыть его;Мыть его;Суринам
WSP;MNWP;Васпам;Васпам;Никарагуа
WSR;WASW;Васиор;Васиор;Индонезия
WST;KWST;Западный штат;Западный;Соединенные Штаты
WSU;;Другие;Другие;Папуа - Новая Гвинея
WSX;KWSX;Вестсаунд;Вестсаунд;Соединенные Штаты
WSY;YSHR;Взлетно-посадочная полоса Уитсанди;Эйрли Бич;Австралия
WSZ;NZWS;Вестпорт;Вестпорт;Новая Зеландия
WTA;FMMU;Тамбохарано;Тамбохарано;Мадагаскар
WTC;WATC;Всемирный торговый центр;Нью-Йорк;Соединенные Штаты
WTD;MYGW;Западная часть;Западная часть;Багамы
WTE;;Остров Вотье;Остров Вотье;Маршалловы острова
WTK;PAWN;Ноаты;Ноаты;Соединенные Штаты
WTL;KWTL;Попроси об этом;Попроси об этом;Соединенные Штаты
WTN;KSUA;Станция РАФ;Уоддингтон;Великобритания
WTO;;Остров Вото;Остров Вото;Маршалловы острова
WTP;;Затем коснитесь его;Затем коснитесь его;Папуа - Новая Гвинея
WTR;KWTR;Белая река;Белая река;Соединенные Штаты
WTS;FMMX;Вкус;Вкус;Мадагаскар
WTT;;Вантоат;Вантоат;Папуа - Новая Гвинея
WTZ;NZWT;Витианга;Витианга;Новая Зеландия
WUA;ZBUH;У Хай;У Хай;Китай
WUD;YWUD;Вудинна;Вудинна;Австралия
WUG;;Мне;Мне;Папуа - Новая Гвинея
WUH;ZHHH;Тяньхэ Интернэшнл;Ухань;Китай
WUK;ZGNN;Точка вне линии;Хаммерсмит;Великобритания
WUM;EDXQ;Васум;Васум;Папуа - Новая Гвинея
WUN;YWLU;Ива;Ива;Австралия
WUS;ZSWY;Уишань;Уишань;Китай
WUU;HSWW;Мне;Мне;Судан
WUV;;Вувулу;Вувулу;Папуа - Новая Гвинея
WUX;ZSWX;Уси;Уси;Китай
WUZ;ZGWZ;Чанчжоу;Учжоу;Китай
WVB;FYWB;рыжая;Китовая бухта;Намибия
WVI;KWVI;Уотсонвилл;Уотсонвилл;Соединенные Штаты
WVK;FMSK;Найм;Найм;Мадагаскар
WVL;KWVL;Роберт Лафлер;Уотервиль;Соединенные Штаты
WVN;EDWI;Вильгельмсхафен;Вильгельмсхафен;Германия
WWA;PAWS;Василла;Василла;Соединенные Штаты
WWD;KWWD;Округ Кейп-Мэй;Дикий лес;Соединенные Штаты
WWG;PWAK;Все холодно;Все холодно;Судан
WWI;YWWI;Вуди Вуди;Вуди Вуди;Австралия
WWK;AYWK;Борам;Слабый;Папуа - Новая Гвинея
WWP;KWWP;Китовый перевал;Китовый перевал;Соединенные Штаты
WWR;KWWR;Вест Вудворд;Вудворд;Соединенные Штаты
WWS;ZBYN;Вертодром ВВС США;Дикий лес;Великобритания
WWT;PAEW;Тритоны;Тритоны;Соединенные Штаты
WWY;YWWL;Западный Вайлонг;Западный Вайлонг;Австралия
WXF;EGVT;Уэзерсфилд Раф;Брейнтри;Великобритания
WXN;ZUWX;Ваньсянь;Ваньсянь;Китай
WYA;YWHA;Уайалла;Уайалла;Австралия
WYB;KWYB;СПБ;Да Бэй;Соединенные Штаты
WYE;GFYE;Мне жаль;Мне жаль;Сьерра-Леоне
WYN;YWYM;Уиндем;Уиндем;Австралия
WYS;KWYS;Йеллоустоун;Западный Йеллоустоун;Соединенные Штаты
WZY;;База гидросамолетов на острове Парадайз;Нассау;Багамы
XAL;;тополя;тополя;Мексика
XAP;SBCH;Муниципальный аэропорт Чапеко;Чапеко;Бразилия
XAR;DFOY;Слишком поздно;Слишком поздно;Буркина-Фасо
XAU;SOOS;Саул;Саул;Французская Гвиана
XAY;VLSB;Ксаябери;Ксаябери;Лаос
XBB;;Плачущая бухта;Плачущая бухта;Канада
XBE;;Медвежье озеро;Медвежье озеро;Канада
XBG;DFEB;Боганде;Боганде;Буркина-Фасо
XBJ;OIMB;Бирджанд;Бирджанд;Иран
XBL;HABB;Стоимость Буно;Стоимость Буно;Эфиопия
XBN;;Бинигуни;Бинигуни;Папуа - Новая Гвинея
XBO;DFEA;Булса;Булса;Буркина-Фасо
XBR;;Броквилл;Броквилл;Канада
XBW;;Киллинек;Киллинек;Канада
XCH;YPXM;Остров Рождества;Остров Рождества;Остров Рождества
XCL;;Клафф Лейк;Клафф Лейк;Канада
XCM;CYCK;Чатем;Чатем;Канада
XCN;RPVV;Корон аэропорт;Корон;Филиппины
XCO;YOLA;завиток;завиток;Австралия
XCR;LFOK;Ватри Интернэшнл;Шалон-сюр-Марн;Франция
XDB;;Лилль Европа Рейл Свк;Маленький;Франция
XDE;DFOU;Дибугу;Дибугу;Буркина-Фасо
XDJ;DFCJ;Джибо;Джибо;Буркина-Фасо
XDT;;C.de G./TGV Rail Svc;Париж;Франция
XDV;;Пр. Джордж Рейл Стн;Принц Джордж;Великобритания
XDW;;Пр. Руперт Рейл Стн;Принц Руперт;Великобритания
XDY;;Железнодорожная станция Садбери Jct;Садбери;Канада
XEA;;Ванкувер Железнодорожная станция.;Ванкувер;Франция
XEN;ZYXC;Синчэн;Синчэн;Китай
XEO;VLOS;Гавань;Окасут;Гренландия
XEQ;SNXQ;Гавань;Тасиуасак;Гренландия
XES;;Муниципальный;Женевское озеро;Соединенные Штаты
XEX;SNXQ;Аэрогаре;Париж;Франция
XFA;;Лилль Фландрия Рейл Св;Маленький;Франция
XFN;ZHXF;Сянфань;Сянфань;Китай
XFW;EDHI;Финкенвердер;Гамбург;Германия
XFY;;Sainte-Foy Rail Svce.;Квебек;Канада
XFZ;;Чарный;Квебек;Канада
XGA;DFOG;Гауа;Гауа;Буркина-Фасо
XGB;FBXB;Вокзал Монпарнас;Париж;Франция
XGG;DFEG;Гором-Гором;Гором-Гором;Буркина-Фасо
XGL;;Гранвилл Лейк;Гранвилл Лейк;Канада
XGN;FNXA;Ксангонг;Ксангонг;Ангола
XGR;CYLU;Южное полушарие;Южное полушарие;Канада
XHN;ZLXY;Гиймен, Железнодорожная станция;вассал;Бельгия
XHX;SNXQ;Аделаида Кесвик Рейл;Аделаида;Австралия
XIC;ZUXC;Сичан;Сичан;Китай
XIE;VLXL;Сиенглом;Сиенглом;Лаос
XIG;;Муниципальный;Шингуара;Эфиопия
XIH;VLOS;Хан Аль Багдади;Хан Аль Багдади;Ирак
XIJ;SNXQ;Ахмед Аль Джабер;Ахмед Аль Джабер;Кувейт
XIK;SNXQ;Центральная станция;Милан;Италия
XIL;ZBXH;Силиньхот;Силиньхот;Китай
XIN;ZGXN;Синнин;Синнин;Китай
XIQ;SNXQ;Гавань;Илиманак;Гренландия
XIX;SNXQ;Железная дорога Порта Нуова;Верона;Италия
XIY;ZLXY;Сяньян;Сиань;Китай
XJD;;Аль-Удейд АБ;Аль-Удейд;Катар
XJE;SNXQ;Риалвей Сервис;Войенс;Дания
XJM;ZLSN;Отсутствующий;Отсутствующий;Пакистан
XKA;DFEL;Канчари;Канчари;Буркина-Фасо
XKC;;Санднес Рейл ул.;Санднес;Норвегия
XKH;VLXK;Сиенг Кхуанг;Сиенг Кхуанг;Лаос
XKO;;Кемано;Кемано;Канада
XKS;CYAQ;Касабоник;Касабоник;Канада
XKY;DFCA;Так;Так;Буркина-Фасо
XLB;CZWH;Пайк Лейк;Пайк Лейк;Канада
XLF;;Лиф Бэй;Лиф Бэй;Канада
XLJ;;Квебек ул. Железнодорожное сообщение.;Квебек;Канада
XLM;;Сент-Ламберт Рейл Svce.;Монреаль;Канада
XLO;;Лонг Сюен;Лонг Сюен;Вьетнам
XLS;GOSS;Святой Луи;Святой Луи;Сенегал
XLU;DFCL;Лео;Лео;Буркина-Фасо
XLW;EDWD;Лемвердер;Лемвердер;Германия
XMA;;Марамаг;Марамаг;Филиппины
XMC;YMCO;Знаки;Знаки;Австралия
XMD;KMDS;Мэдисон;Мэдисон;Соединенные Штаты
XMG;VNMN;Махендра Нагар;Махендра Нагар;Непал
XMH;NTGI;Маниш;Маниш;Французская Полинезия
XMI;HTMI;Масаси;Масаси;Танзания
XML;YMIN;Минлатон;Минлатон;Австралия
XMN;ZSAM;Сямынь;Сямынь;Китай
XMP;;Макмиллан Пасс;Макмиллан Пасс;Канада
XMS;SEMC;Яблоки;Яблоки;Эквадор
XMY;YYMI;Остров Ям;Остров Ям;Австралия
XNA;KXNA;Северо-Западный Арканзас региональный;Фейетвилл, Арканзас;Соединенные Штаты
XNG;;Куанг Нгай;Куанг Нгай;Вьетнам
XNH;ZLXY;Насира;Насира;Ирак
XNN;ZLXN;Синин;Синин;Китай
XNT;ZBXT;Синтай;Синтай;Китай
XNU;DFON;Нуна;Нуна;Буркина-Фасо
XOZ;ZSXZ;Свободная зона Дохи;Доха;Катар
XPA;DFEP;Пама;Пама;Буркина-Фасо
XPG;;Железнодорожная станция Гар-дю-Нор;Париж;Франция
XPK;CZFG;Вызовите свет;Вызовите свет;Канада
XPL;MHSC;Полковник Энрике Сото Кано AB;Комаягуа;Гондурас
XPP;CZNG;Река Тополь;Река Тополь;Канада
XPQ;;Перевозить;Порт Кланг;Малайзия
XPR;KIEN;Пайн Ридж;Пайн Ридж;Соединенные Штаты
XPU;KXPU;Западный Купарук;Западный Купарук;Соединенные Штаты
XPZ;;Гавань;Сен-Тропе;Франция
XQC;ORBD;Балад;Балад;Ирак
XQP;MRQP;Кепос;Павлины;Коста-Рика
XQU;;Какого рода;Какого рода;Канада
XQV;FBXB;Бакуба;Бакуба;Ирак
XRH;;Авиабаза Ричмонд;Ричмонд;Канада
XRJ;;Железнодорожный вокзал Термини;Рим;Италия
XRR;CYDM;Росс Ривер;Росс Ривер;Канада
XRY;LEJR;Херес де ла Фронтера;Херес де ла Фронтера;Испания
XSA;KXSA;АФК;СИНОЙЭ;Китай
XSC;MBSC;Международный;Саут-Кайкос;Острова Тёркс и Кайкос
XSD;KTNX;Испытательный полигон;Тонопа;Соединенные Штаты
XSE;DFES;Себба;Себба;Буркина-Фасо
XSI;CZSN;Южно-Индийское озеро;Южно-Индийское озеро;Канада
XSM;ZSHC;Сент-Мэрис;Сент-Мэрис;Соединенные Штаты
XSO;RPNO;Сиокон;Сиокон;Филиппины
XSP;WSSL;Селетар;Сингапур;Сингапур
XTA;KXTA;Экономическое/техническое развитие. Область;Тяньцзинь;Китай
XTF;;Портовая зона свободной торговли;Тяньцзинь;Китай
XTG;YTGM;Таргоминда;Таргоминда;Австралия
XTL;CYBQ;Озеро Тадуле;Озеро Тадуле;Канада
XTM;;Рамади;Рамади;Ирак
XTO;YTAM;Тарум;Тарум;Австралия
XTR;YTAA;Тара;Тара;Австралия
XTT;;Этуаль;Париж;Франция
XTV;;Тикрит;Тикрит;Ирак
XUZ;ZSXZ;Сюйчжоу;Сюйчжоу;Китай
XVL;;Винь Лонг;Винь Лонг;Вьетнам
XVQ;;Санта-Люсия Рейл;Венеция;Италия
XVY;;Мастер Рейл Стн.;Рим;Италия
XWC;ZSXZ;Зюдбанхоф Железная дорога;Вена;Австрия
XWK;SNXQ;Карлскруна Rail Svc.;Роннебю;Швеция
XWL;;Гетеборгская железная дорога;Гетеборг;Швеция
XWP;ESFA;Хасслхольм;Хасслхольм;Швеция
XWQ;;Энкопинг;Энкопинг;Швеция
XWW;VLOS;Вестбанхоф Железнодорожный;Вена;Австрия
XWZ;ZSXZ;Нючёпинг;Нючёпинг;Швеция
XXA;SNXQ;Одиннадцатый;Одиннадцатый;Швеция
XXK;SNXQ;Катринхольм;Катринхольм;Швеция
XXU;SNXQ;Вереск;Вереск;Швеция
XYA;AGGY;у меня есть это;у меня есть это;Соломоновы острова
XYC;ZSXZ;Херрлунга;Херрлунга;Швеция
XYD;;Лион Пар-дьё Rail Sv;Лион;Франция
XYE;VYYE;Вы;Вы;Мьянма
XYI;VLOS;Флен;Флен;Швеция
XYL;;Лион Перраш Рейл Свк;Лион;Франция
XYM;ZLXY;Фалькенберг Рейл;Фалькенберг;Польша
XYN;ZLXY;Кристинехамн Рейл;Кристинехамн;Швеция
XYO;VLOS;Карлсхамн;Карлсхамн;Германия
XYP;;Авеста Крыльбо;Авеста Крыльбо;Швеция
XYR;;Желтая река;Желтая река;Папуа - Новая Гвинея
XYT;LFIO;Монтодран;Тулуза;Франция
XYU;VLOS;Сольвесборг;Сольвесборг;Швеция
XYV;;Лион Сатолас Рейл Свк;Лион;Франция
XYX;SNXQ;Гостиная;Гостиная;Сербия
XZA;DFEZ;Забре;Забре;Буркина-Фасо
XZE;ZSXZ;Автономная точка;Железнодорожный (общий);Турция
XZF;;Порт Даммам;Леди;Саудовская Аравия
XZJ;;Автономная точка;Железнодорожный (общий);Турция
XZQ;;Проездной железнодорожный;Железнодорожный (общий);Турция
XZU;ZSXZ;Автономная точка;Железнодорожный (общий);Турция
XZX;;Автономная точка;Железнодорожный (общий);Турция
YAA;;Анахайм Лейк;Анахайм Лейк;Канада
YAB;CYAB;Арктик Бэй;Арктик Бэй;Канада
YAC;CYAC;Кошачье озеро;Кошачье озеро;Канада
YAD;CYAD;Мус-Лейк;Мус-Лейк;Казахстан
YAE;;Озеро Альта;Озеро Альта;Канада
YAF;;Асбестовый холм;Асбестовый холм;Канада
YAG;CYAG;Муниципальный;Форт Фрэнсис;Канада
YAH;CYAH;Хранилище 4;Хранилище 4;Канада
YAI;SCCH;они визжат;они визжат;Чили
YAJ;;Лайалл Харбор;Лайалл Харбор;Франция
YAK;PAYA;Якутат;Якутат;Соединенные Штаты
YAL;CYAL;Алерт Бэй;Алерт Бэй;Канада
YAM;CYAM;Су-Сент-Мари;Су-Сент-Мари;Канада
YAN;FZIR;Он сказал мне;Он сказал мне;Демократическая Республика Конго
YAO;FKKY;Яунде аэропорт;Яунде;Камерун
YAP;PTYA;Яп Интернэшнл;Яп, Каролинские острова;Федеративные Штаты Микронезии
YAQ;;Мэйпл Бэй;Мэйпл Бэй;Канада
YAR;;Хранилище 3;Хранилище 3;Канада
YAS;NFSW;Остров Ясава;Остров Ясава;Фиджи
YAT;CYAT;Аттавапискат;Аттавапискат;Канада
YAU;CYAU;Каттиник/Дональдсон;Каттиник;Канада
YAV;;Майнерс Бэй;Майнерс Бэй;Канада
YAW;CYAW;буревестник;Галифакс;Канада
YAX;;Рыболовное озеро;Рыболовное озеро;Канада
YAY;CYAY;Святой Антоний;Святой Антоний;Канада
YAZ;CYAZ;Аэропорт Тофино;Тофино, Британская Колумбия;Канада
YBA;CYBA;Банф;Банф;Канада
YBB;CYBB;Кугаарук;Кугаарук;Канада
YBC;CYBC;Бэ Комо;Бэ Комо;Канада
YBD;CYBD;Нью-Вестминстер;Нью-Вестминстер;Канада
YBE;CYBE;Урановый город;Урановый город;Канада
YBF;;Бэмфилд;Бэмфилд;Канада
YBG;CYBG;Баготвиль;Баготвиль;Канада
YBH;CYBH;Булл-Харбор;Булл-Харбор;Канада
YBI;;черный щекотка;черный щекотка;Канада
YBJ;;Многие Йохан Битц;Многие Йохан Битц;Канада
YBK;CYBK;Бейкер Лейк;Бейкер Лейк;Канада
YBL;CYBL;Кэмпбелл Ривер;Кэмпбелл Ривер;Канада
YBM;;Бронсон Крик;Бронсон Крик;Канада
YBN;CYBN;Борден;Борден;Канада
YBO;;Бобкуинн Лейк;Бобкуинн Лейк;Канада
YBP;ZUYB;Ибинь;Ибинь;Китай
YBQ;CYBQ;Телеграфная гавань;Телеграфная гавань;Канада
YBR;CYBR;Брэндон;Брэндон;Канада
YBS;;Мидийный белый;Озеро Опапамиска;Канада
YBT;CYBT;Щука;Щука;Канада
YBV;CYBV;Река Беренс;Река Беренс;Канада
YBW;;Спрингбанк;Калгари;Канада
YBX;CYBX;Белый Саблон;Белый Саблон;Канада
YBY;CYBF;Боннивилль;Боннивилл, AB;Канада
YCA;CYCA;Куртенэ;Куртенэ;Канада
YCB;CYCB;Кембридж Бэй;Кембридж Бэй;Канада
YCC;CYCC;Региональный;Корнуолл;Канада
YCD;CYCD;Нанаймо Арпт;Нанаймо;Канада
YCE;CYCE;Централия;Централия;Канада
YCF;;Кортес Бэй;Кортес Бэй;Канада
YCG;CYCG;Каслгар;Каслгар;Канада
YCH;CYCH;Мирамичи;Мирамичи;Канада
YCI;CWCI;Остров Карибу;Остров Карибу;Канада
YCJ;CYCJ;Мыс Сент-Джеймс;Мыс Сент-Джеймс;Канада
YCK;CYVL;Колвилл Лейк;Колвилл Лейк;Канада
YCL;CYCL;Чарло;Чарло;Канада
YCM;CYSN;Сент-Катаринс;Сент-Катаринс;Канада
YCN;CYCN;Кокрейн;Кокрейн;Канада
YCO;CYCO;Куглуктук;Куглуктук/медный рудник;Канада
YCP;CYCP;Кооперативная точка;Кооперативная точка;Канада
YCQ;CYCQ;Четвинд;Четвинд;Канада
YCR;CYCR;Кросс-Лейк;Кросс-Лейк;Канада
YCS;CYCS;Честерфилд-Инлет;Честерфилд-Инлет;Канада
YCT;CYCT;Коронация;Коронация;Канада
YCU;ZBYC;Юн Ченг;Юн Ченг;Канада
YCV;CYCV;Картьевиль;Картьевиль;Канада
YCW;CYCW;Муниципальный аэропорт Чилливак;Чилливак;Канада
YCX;CYCX;Гейджтаун;Гейджтаун;Канада
YCY;CYCY;Клайд Ривер;Клайд Ривер;Канада
YCZ;CYCZ;Фэрмонт Хот Спрингс;Фэрмонт Хот Спрингс;Канада
YDA;CYDA;Доусон Сити;Доусон Сити;Канада
YDB;CYDB;Берваш-Лэндингс;Берваш-Лэндингс;Канада
YDC;;Промышленный аэропорт;Дрейтон-Вэлли;Канада
YDE;;Райская река;Райская река;Канада
YDF;CYDF;Оленье озеро;Оленье озеро;Канада
YDG;CYID;Дигби;Дигби;Канада
YDH;;Дэниелс Харбор;Дэниелс Харбор;Канада
YDI;;Дэвис Инлет;Дэвис Инлет;Канада
YDJ;;Озеро Хэтчет;Озеро Хэтчет;Канада
YDK;CYDK;Главный Дак-Айленд;Главный Дак-Айленд;Канада
YDL;CYDL;Озеро Диз;Озеро Диз;Канада
YDN;CYDN;Дофин;Дофин;Канада
YDO;CYDO;Святой метод;Дольбо;Канада
YDP;CYDP;Нейн;Нейн;Канада
YDQ;CYDQ;Доусон-Крик;Доусон-Крик;Канада
YDR;CYDR;Широкий взгляд;Широкий взгляд;Канада
YDS;;Звук опустошения;Звук опустошения;Канада
YDT;CZBB;Баундэри Бэй;Ванкувер;Канада
YDU;LLMZ;Озеро Касба;Озеро Касба;Канада
YDV;CZTA;Кровавая жила;Кровавая жила;Канада
YDW;LLMZ;Открытое озеро;Открытое озеро;Канада
YDX;;Док Крик;Док Крик;Канада
YEC;RKTY;Йечхон;Йечхон;Корея, Юг)
YED;CYED;Намао Флд;Эдмонтон;Канада
YEG;CYEG;Эдмонтон Интернэшнл;Эдмонтон, AB;Канада
YEH;OIBI;Персидский залив Интернэшнл;Ассалуйе;Иран
YEI;LTBR;Новый город;Бурса;Турция
YEK;CYEK;Арвиат;Арвиат;Канада
YEL;CYEL;Эллиот Лейк;Эллиот Лейк;Канада
YEM;CYEM;Восточный Манитулин;Манитованинг;Канада
YEN;CYEN;Эстеван;Эстеван;Канада
YEO;EGDY;Йовилтон;Йовилтон;Великобритания
YEP;CYEP;Эстеван Пойнт;Эстеван Пойнт;Канада
YEQ;;Yenkis;Yenkis;Папуа - Новая Гвинея
YER;CYER;Форт Северн;Форт Северн;Канада
YES;OISY;Ясудж;Ясудж;Иран
YET;CYET;Эдсон;Эдсон;Канада
YEU;CYEU;Эврика;Эврика;Канада
YEV;CYEV;Инувик/Майк Зубко;Инувик;Канада
YEY;CYEY;Амос;Амос;Канада
YFA;CYFA;Форт Олбани;Форт Олбани;Канада
YFB;CYFB;Икалуит;Икалуит;Канада
YFC;CYFC;Фредериктон;Фредериктон;Канада
YFE;CYFE;Форествилл;Форествилл;Канада
YFG;;Фонтанж;Фонтанж;Канада
YFH;CYFH;Форт Хоуп;Форт Хоуп;Канада
YFJ;CYFJ;Снер-Лейк;Снер-Лейк;Канада
YFL;CYFL;Форт Релайанс;Форт Релайанс;Канада
YFO;CYFO;Флин Флон;Флин Флон;Канада
YFR;CYFR;Форт Резолюция;Форт Резолюция;Канада
YFS;CYFS;Форт Симпсон;Форт Симпсон;Канада
YFX;;Фокс-Харбор (Сент-Льюис);Фокс-Харбор (Сент-Льюис);Канада
YGA;;Ганьон;Ганьон;Канада
YGB;CYGB;Гиллис Бэй;Гиллис Бэй;Канада
YGC;;Большой тайник;Большой тайник;Канада
YGE;;Гордж-Харбор;Гордж-Харбор;Канада
YGG;;Гавань Ганга;Гавань Ганга;Канада
YGH;CYGH;Форт Доброй Надежды;Форт Доброй Надежды;Канада
YGJ;RJOH;Михо;Йонаго;Япония
YGK;CYGK;Кингстон;Кингстон;Канада
YGL;CYGL;Большая;Большая;Канада
YGM;CYGM;Гимли;Гимли;Канада
YGN;;Гринвей Саунд;Гринвей Саунд;Канада
YGO;CYGO;Боги сужаются;Боги сужаются;Канада
YGQ;CYGQ;Джералдтон;Джералдтон;Канада
YGR;CYGR;Острова Магдалины;Острова Магдалины;Канада
YGS;CYGS;Германсен;Германсен;Канада
YGT;CYGT;Igloolik;Igloolik;Канада
